id,lessonId,seq,subjectUnitId,objectUnitId,highlight
614,50,4,34,477,
615,50,5,31,374,
616,50,6,32,388,
617,50,7,33,431,
618,50,8,34,478,
619,50,9,31,361,
62,7,10,2,117,
620,50,10,32,390,
621,50,11,33,433,
622,50,12,34,481,
623,51,1,35,511,
624,51,2,36,538,
625,51,3,37,545,
626,51,4,38,548,
627,51,5,39,633,
628,51,6,35,512,
629,51,7,36,539,
63,7,11,3,187,
630,51,8,37,543,
631,51,9,38,551,
632,51,10,39,642,
633,51,11,35,516,
634,51,12,36,532,
635,51,13,37,541,
636,51,14,38,557,
637,51,15,39,592,
638,52,1,40,654,
639,52,2,41,672,
64,7,12,4,314,
640,52,3,42,720,
641,52,4,43,766,
642,52,5,40,646,
643,52,6,41,684,
644,52,7,42,723,
645,52,8,43,767,
646,52,9,40,649,
647,52,10,41,674,
648,52,11,42,728,
649,52,12,43,769,
65,8,1,5,333,
650,53,1,44,807,
651,53,2,45,896,
652,53,3,46,977,
653,53,4,47,1034,
654,53,5,44,808,
655,53,6,45,911,
656,53,7,46,978,
657,53,8,47,1038,
658,53,9,44,809,
659,53,10,45,922,
66,8,2,6,378,
660,53,11,46,983,
661,53,12,47,1036,
662,54,1,48,1045,
663,54,2,49,1051,
664,54,3,50,1084,
665,54,4,51,1090,
666,54,5,52,1091,
667,54,6,48,1041,
668,54,7,49,1069,
669,54,8,50,1084,
67,8,3,7,441,
670,54,9,51,1087,
671,54,10,52,1091,
672,54,11,48,1047,
673,54,12,49,1070,
674,54,13,50,1084,
675,54,14,51,1089,
676,54,15,52,1091,
677,55,1,1,89,
678,55,2,2,141,
679,55,3,3,272,
68,8,4,8,472,
680,55,4,4,295,
681,55,5,1,94,
682,55,6,2,148,
683,55,7,3,278,
684,55,8,4,296,
685,55,9,1,102,
686,55,10,2,151,
687,55,11,3,282,
688,55,12,4,313,
689,56,1,5,364,
69,8,5,5,336,
690,56,2,6,391,
691,56,3,7,435,
692,56,4,8,487,
693,56,5,5,373,
694,56,6,6,392,
695,56,7,7,438,
696,56,8,8,494,
697,56,9,5,334,
698,56,10,6,395,
699,56,11,7,452,
7,1,7,7,7,
70,8,6,6,380,
700,56,12,8,498,
701,57,1,9,522,
702,57,2,10,536,
703,57,3,11,542,
704,57,4,12,559,
705,57,5,13,594,
706,57,6,9,530,
707,57,7,10,535,
708,57,8,11,546,
709,57,9,12,561,
71,8,7,7,437,
710,57,10,13,599,
711,57,11,9,531,
712,57,12,10,533,
713,57,13,11,544,
714,57,14,12,566,
715,57,15,13,613,
716,58,1,14,650,
717,58,2,15,673,
718,58,3,16,730,
719,58,4,17,770,
72,8,8,8,483,
720,58,5,14,653,
721,58,6,15,677,
722,58,7,16,732,
723,58,8,17,768,
724,58,9,14,657,
725,58,10,15,681,
726,58,11,16,752,
727,58,12,17,766,
728,59,1,18,811,
729,59,2,19,929,
73,8,9,5,349,
730,59,3,20,984,
731,59,4,21,1037,
732,59,5,18,814,
733,59,6,19,930,
734,59,7,20,985,
735,59,8,21,1035,
736,59,9,18,817,
737,59,10,19,935,
738,59,11,20,989,
739,59,12,21,1033,
74,8,10,6,411,
740,60,1,22,1040,
741,60,2,23,1073,
742,60,3,24,1084,
743,60,4,25,1088,
744,60,5,26,1091,
745,60,6,22,1048,
746,60,7,23,1075,
747,60,8,24,1084,
748,60,9,25,1085,
749,60,10,26,1091,
75,8,11,7,439,
750,60,11,22,1039,
751,60,12,23,1077,
752,60,13,24,1084,
753,60,14,25,1086,
754,60,15,26,1091,
755,61,1,27,55,
756,61,2,28,162,
757,61,3,29,170,
758,61,4,30,315,
759,61,5,27,56,
76,8,12,8,489,
760,61,6,28,163,
761,61,7,29,177,
762,61,8,30,317,
763,61,9,27,57,
764,61,10,28,164,
765,61,11,29,190,
766,61,12,30,324,
767,62,1,31,341,
768,62,2,32,399,
769,62,3,33,430,
77,9,1,9,511,
770,62,4,34,500,
771,62,5,31,343,
772,62,6,32,406,
773,62,7,33,436,
774,62,8,34,502,
775,62,9,31,344,
776,62,10,32,407,
777,62,11,33,444,
778,62,12,34,509,
779,63,1,35,513,
78,9,2,10,534,
780,63,2,36,534,
781,63,3,37,545,
782,63,4,38,574,
783,63,5,39,623,
784,63,6,35,517,
785,63,7,36,537,
786,63,8,37,543,
787,63,9,38,575,
788,63,10,39,626,
789,63,11,35,529,
79,9,3,11,542,
790,63,12,36,540,
791,63,13,37,541,
792,63,14,38,585,
793,63,15,39,631,
794,64,1,40,659,
795,64,2,41,670,
796,64,3,42,686,
797,64,4,43,767,
798,64,5,40,663,
799,64,6,41,678,
8,1,8,8,8,
80,9,4,12,550,
800,64,7,42,688,
801,64,8,43,769,
802,64,9,40,664,
803,64,10,41,680,
804,64,11,42,692,
805,64,12,43,770,
806,65,1,44,776,
807,65,2,45,952,
808,65,3,46,992,
809,65,4,47,1034,
81,9,5,13,593,
810,65,5,44,779,
811,65,6,45,828,
812,65,7,46,996,
813,65,8,47,1038,
814,65,9,44,781,
815,65,10,45,839,
816,65,11,46,1004,
817,65,12,47,1036,
818,66,1,48,1044,
819,66,2,49,1055,
82,9,6,9,512,
820,66,3,50,1084,
821,66,4,51,1090,
822,66,5,52,1091,
823,66,6,48,1046,
824,66,7,49,1062,
825,66,8,50,1084,
826,66,9,51,1087,
827,66,10,52,1091,
828,66,11,48,1042,
829,66,12,49,1064,
83,9,7,10,537,
830,66,13,50,1084,
831,66,14,51,1089,
832,66,15,52,1091,
833,67,1,1,61,
834,67,2,2,115,
835,67,3,3,191,
836,67,4,4,300,
837,67,5,1,63,
838,67,6,2,119,
839,67,7,3,195,
84,9,8,11,546,
840,67,8,4,307,
841,67,9,1,77,
842,67,10,2,126,
843,67,11,3,199,
844,67,12,4,309,
845,68,1,5,345,
846,68,2,6,408,
847,68,3,7,451,
848,68,4,8,468,
849,68,5,5,355,
85,9,9,12,562,
850,68,6,6,420,
851,68,7,7,434,
852,68,8,8,476,
853,68,9,5,357,
854,68,10,6,421,
855,68,11,7,443,
856,68,12,8,491,
857,69,1,9,515,
858,69,2,10,538,
859,69,3,11,542,
86,9,10,13,602,
860,69,4,12,552,
861,69,5,13,637,
862,69,6,9,518,
863,69,7,10,539,
864,69,8,11,546,
865,69,9,12,554,
866,69,10,13,639,
867,69,11,9,519,
868,69,12,10,532,
869,69,13,11,544,
87,9,11,9,516,
870,69,14,12,564,
871,69,15,13,644,
872,70,1,14,647,
873,70,2,15,682,
874,70,3,16,695,
875,70,4,17,768,
876,70,5,14,661,
877,70,6,15,667,
878,70,7,16,696,
879,70,8,17,766,
88,9,12,10,540,
880,70,9,14,665,
881,70,10,15,675,
882,70,11,16,706,
883,70,12,17,767,
884,71,1,18,782,
885,71,2,19,854,
886,71,3,20,1005,
887,71,4,21,1037,
888,71,5,18,783,
889,71,6,19,857,
89,9,13,11,544,
890,71,7,20,1008,
891,71,8,21,1035,
892,71,9,18,786,
893,71,10,19,859,
894,71,11,20,1012,
895,71,12,21,1033,
896,72,1,22,1043,
897,72,2,23,1071,
898,72,3,24,1084,
899,72,4,25,1088,
9,2,1,9,9,
90,9,14,12,568,
900,72,5,26,1091,
901,72,6,22,1045,
902,72,7,23,1081,
903,72,8,24,1084,
904,72,9,25,1085,
905,72,10,26,1091,
906,72,11,22,1041,
907,72,12,23,1057,
908,72,13,24,1084,
909,72,14,25,1086,
91,9,15,13,606,
910,72,15,26,1091,
911,73,1,27,79,
912,73,2,28,140,
913,73,3,29,200,
914,73,4,30,326,
915,73,5,27,83,
916,73,6,28,142,
917,73,7,29,201,
918,73,8,30,285,
919,73,9,27,87,
92,10,1,14,654,
920,73,10,28,149,
921,73,11,29,203,
922,73,12,30,290,
923,74,1,31,368,
924,74,2,32,427,
925,74,3,33,450,
926,74,4,34,495,
927,74,5,31,337,
928,74,6,32,428,
929,74,7,33,453,
93,10,2,15,685,
930,74,8,34,505,
931,74,9,31,346,
932,74,10,32,377,
933,74,11,33,454,
934,74,12,34,506,
935,75,1,35,525,
936,75,2,36,536,
937,75,3,37,545,
938,75,4,38,567,
939,75,5,39,587,
94,10,3,16,687,
940,75,6,35,514,
941,75,7,36,535,
942,75,8,37,543,
943,75,9,38,586,
944,75,10,39,595,
945,75,11,35,520,
946,75,12,36,533,
947,75,13,37,541,
948,75,14,38,553,
949,75,15,39,597,
95,10,4,17,768,
950,76,1,40,666,
951,76,2,41,676,
952,76,3,42,710,
953,76,4,43,769,
954,76,5,40,648,
955,76,6,41,683,
956,76,7,42,711,
957,76,8,43,770,
958,76,9,40,660,
959,76,10,41,669,
96,10,5,14,646,
960,76,11,42,716,
961,76,12,43,768,
962,77,1,44,787,
963,77,2,45,860,
964,77,3,46,1015,
965,77,4,47,1034,
966,77,5,44,806,
967,77,6,45,861,
968,77,7,46,1026,
969,77,8,47,1038,
97,10,6,15,671,
970,77,9,44,810,
971,77,10,45,862,
972,77,11,46,968,
973,77,12,47,1036,
974,78,1,48,1047,
975,78,2,49,1059,
976,78,3,50,1084,
977,78,4,51,1090,
978,78,5,52,1091,
979,78,6,48,1040,
98,10,7,16,701,
980,78,7,49,1068,
981,78,8,50,1084,
982,78,9,51,1087,
983,78,10,52,1091,
984,78,11,48,1048,
985,78,12,49,1061,
986,78,13,50,1084,
987,78,14,51,1089,
988,78,15,52,1091,
989,79,1,1,93,
99,10,8,17,766,
990,79,2,2,152,
991,79,3,3,204,
992,79,4,4,299,
993,79,5,1,54,
994,79,6,2,156,
995,79,7,3,208,
996,79,8,4,304,
997,79,9,1,65,
998,79,10,2,104,
999,79,11,3,214,
