id,name,type,image,sound,phonemeSound
driver,driver,4,eng/image/driver.png,eng/audio/driver.ogg,eng/audio/driver.ogg
drop,drop,4,eng/image/drop.png,eng/audio/drop.ogg,eng/audio/drop.ogg
drought,drought,4,eng/image/drought.png,eng/audio/drought.ogg,eng/audio/drought.ogg
drug,drug,4,eng/image/drug.png,eng/audio/drug.ogg,eng/audio/drug.ogg
drum,drum,4,eng/image/drum.png,eng/audio/drum.ogg,eng/audio/drum.ogg
dry,dry,4,eng/image/dry.png,eng/audio/dry.ogg,eng/audio/dry.ogg
duck,duck,4,eng/image/duck.png,eng/audio/duck.ogg,eng/audio/duck.ogg
dump,dump,4,eng/image/dump.png,eng/audio/dump.ogg,eng/audio/dump.ogg
eagle,eagle,4,eng/image/eagle.png,eng/audio/eagle.ogg,eng/audio/eagle.ogg
ear,ear,4,eng/image/ear.png,eng/audio/ear.ogg,eng/audio/ear.ogg
earnings,earnings,4,eng/image/earnings.png,eng/audio/earnings.ogg,eng/audio/earnings.ogg
earth,earth,4,eng/image/earth.png,eng/audio/earth.ogg,eng/audio/earth.ogg
eat,eat,4,eng/image/eat.png,eng/audio/eat.ogg,eng/audio/eat.ogg
education,education,4,eng/image/education.png,eng/audio/education.ogg,eng/audio/education.ogg
eggs,eggs,4,eng/image/eggs.png,eng/audio/eggs.ogg,eng/audio/eggs.ogg
eighty,eighty,4,eng/image/eighty.png,eng/audio/eighty.ogg,eng/audio/eighty.ogg
elder,elder,4,eng/image/elder.png,eng/audio/elder.ogg,eng/audio/elder.ogg
election,election,4,eng/image/election.png,eng/audio/election.ogg,eng/audio/election.ogg
electricity,electricity,4,eng/image/electricity.png,eng/audio/electricity.ogg,eng/audio/electricity.ogg
elephant,elephant,4,eng/image/elephant.png,eng/audio/elephant.ogg,eng/audio/elephant.ogg
employee,employee,4,eng/image/employee.png,eng/audio/employee.ogg,eng/audio/employee.ogg
employer,employer,4,eng/image/employer.png,eng/audio/employer.ogg,eng/audio/employer.ogg
employers,employers,4,eng/image/employers.png,eng/audio/employers.ogg,eng/audio/employers.ogg
employment,employment,4,eng/image/employment.png,eng/audio/employment.ogg,eng/audio/employment.ogg
empty,empty,4,eng/image/empty.png,eng/audio/empty.ogg,eng/audio/empty.ogg
end,end,4,eng/image/end.png,eng/audio/end.ogg,eng/audio/end.ogg
enemy,enemy,4,eng/image/enemy.png,eng/audio/enemy.ogg,eng/audio/enemy.ogg
energy,energy,4,eng/image/energy.png,eng/audio/energy.ogg,eng/audio/energy.ogg
engine,engine,4,eng/image/engine.png,eng/audio/engine.ogg,eng/audio/engine.ogg
enjoy,enjoy,4,eng/image/enjoy.png,eng/audio/enjoy.ogg,eng/audio/enjoy.ogg
entertainment,entertainment,4,eng/image/entertainment.png,eng/audio/entertainment.ogg,eng/audio/entertainment.ogg
envelope,envelope,4,eng/image/envelope.png,eng/audio/envelope.ogg,eng/audio/envelope.ogg
environment,environment,4,eng/image/environment.png,eng/audio/environment.ogg,eng/audio/environment.ogg
equality,equality,4,eng/image/equality.png,eng/audio/equality.ogg,eng/audio/equality.ogg
error,error,4,eng/image/error.png,eng/audio/error.ogg,eng/audio/error.ogg
estate,estate,4,eng/image/estate.png,eng/audio/estate.ogg,eng/audio/estate.ogg
even,even,4,eng/image/even.png,eng/audio/even.ogg,eng/audio/even.ogg
evening,evening,4,eng/image/evening.png,eng/audio/evening.ogg,eng/audio/evening.ogg
event,event,4,eng/image/event.png,eng/audio/event.ogg,eng/audio/event.ogg
exam,exam,4,eng/image/exam.png,eng/audio/exam.ogg,eng/audio/exam.ogg
example,example,4,eng/image/example.png,eng/audio/example.ogg,eng/audio/example.ogg
excess,excess,4,eng/image/excess.png,eng/audio/excess.ogg,eng/audio/excess.ogg
excite,excite,4,eng/image/excite.png,eng/audio/excite.ogg,eng/audio/excite.ogg
excitement,excitement,4,eng/image/excitement.png,eng/audio/excitement.ogg,eng/audio/excitement.ogg
exercise,exercise,4,eng/image/exercise.png,eng/audio/exercise.ogg,eng/audio/exercise.ogg
expectation,expectation,4,eng/image/expectation.png,eng/audio/expectation.ogg,eng/audio/expectation.ogg
expensive,expensive,4,eng/image/expensive.png,eng/audio/expensive.ogg,eng/audio/expensive.ogg
extra,extra,4,eng/image/extra.png,eng/audio/extra.ogg,eng/audio/extra.ogg
eye,eye,4,eng/image/eye.png,eng/audio/eye.ogg,eng/audio/eye.ogg
eyeball,eyeball,4,eng/image/eyeball.png,eng/audio/eyeball.ogg,eng/audio/eyeball.ogg
eyelid,eyelid,4,eng/image/eyelid.png,eng/audio/eyelid.ogg,eng/audio/eyelid.ogg
face,face,4,eng/image/face.png,eng/audio/face.ogg,eng/audio/face.ogg
faith,faith,4,eng/image/faith.png,eng/audio/faith.ogg,eng/audio/faith.ogg
family,family,4,eng/image/family.png,eng/audio/family.ogg,eng/audio/family.ogg
fan,fan,4,eng/image/fan.png,eng/audio/fan.ogg,eng/audio/fan.ogg
fashion,fashion,4,eng/image/fashion.png,eng/audio/fashion.ogg,eng/audio/fashion.ogg
fat,fat,4,eng/image/fat.png,eng/audio/fat.ogg,eng/audio/fat.ogg
father,father,4,eng/image/father.png,eng/audio/father.ogg,eng/audio/father.ogg
fatigue,fatigue,4,eng/image/fatigue.png,eng/audio/fatigue.ogg,eng/audio/fatigue.ogg
fault,fault,4,eng/image/fault.png,eng/audio/fault.ogg,eng/audio/fault.ogg
favourite,favourite,4,eng/image/favourite.png,eng/audio/favourite.ogg,eng/audio/favourite.ogg
fear,fear,4,eng/image/fear.png,eng/audio/fear.ogg,eng/audio/fear.ogg
feast,feast,4,eng/image/feast.png,eng/audio/feast.ogg,eng/audio/feast.ogg
female,female,4,eng/image/female.png,eng/audio/female.ogg,eng/audio/female.ogg
ferry,ferry,4,eng/image/ferry.png,eng/audio/ferry.ogg,eng/audio/ferry.ogg
festival,festival,4,eng/image/festival.png,eng/audio/festival.ogg,eng/audio/festival.ogg
fever,fever,4,eng/image/fever.png,eng/audio/fever.ogg,eng/audio/fever.ogg
field,field,4,eng/image/field.png,eng/audio/field.ogg,eng/audio/field.ogg
fight,fight,4,eng/image/fight.png,eng/audio/fight.ogg,eng/audio/fight.ogg
file,file,4,eng/image/file.png,eng/audio/file.ogg,eng/audio/file.ogg
filter,filter,4,eng/image/filter.png,eng/audio/filter.ogg,eng/audio/filter.ogg
final,final,4,eng/image/final.png,eng/audio/final.ogg,eng/audio/final.ogg
finger,finger,4,eng/image/finger.png,eng/audio/finger.ogg,eng/audio/finger.ogg
fire,fire,4,eng/image/fire.png,eng/audio/fire.ogg,eng/audio/fire.ogg
firewood,firewood,4,eng/image/firewood.png,eng/audio/firewood.ogg,eng/audio/firewood.ogg
first,first,4,eng/image/first.png,eng/audio/first.ogg,eng/audio/first.ogg
fish,fish,4,eng/image/fish.png,eng/audio/fish.ogg,eng/audio/fish.ogg
fisherman,fisherman,4,eng/image/fisherman.png,eng/audio/fisherman.ogg,eng/audio/fisherman.ogg
fishermen,fishermen,4,eng/image/fishermen.png,eng/audio/fishermen.ogg,eng/audio/fishermen.ogg
fishing,fishing,4,eng/image/fishing.png,eng/audio/fishing.ogg,eng/audio/fishing.ogg
fist,fist,4,eng/image/fist.png,eng/audio/fist.ogg,eng/audio/fist.ogg
five,five,4,eng/image/five.png,eng/audio/five.ogg,eng/audio/five.ogg
flesh,flesh,4,eng/image/flesh.png,eng/audio/flesh.ogg,eng/audio/flesh.ogg
flood,flood,4,eng/image/flood.png,eng/audio/flood.ogg,eng/audio/flood.ogg
floor,floor,4,eng/image/floor.png,eng/audio/floor.ogg,eng/audio/floor.ogg
flow,flow,4,eng/image/flow.png,eng/audio/flow.ogg,eng/audio/flow.ogg
flowers,flowers,4,eng/image/flowers.png,eng/audio/flowers.ogg,eng/audio/flowers.ogg
fly,fly,4,eng/image/fly.png,eng/audio/fly.ogg,eng/audio/fly.ogg
foam,foam,4,eng/image/foam.png,eng/audio/foam.ogg,eng/audio/foam.ogg
food,food,4,eng/image/food.png,eng/audio/food.ogg,eng/audio/food.ogg
forest,forest,4,eng/image/forest.png,eng/audio/forest.ogg,eng/audio/forest.ogg
forever,forever,4,eng/image/forever.png,eng/audio/forever.ogg,eng/audio/forever.ogg
fork,fork,4,eng/image/fork.png,eng/audio/fork.ogg,eng/audio/fork.ogg
form,form,4,eng/image/form.png,eng/audio/form.ogg,eng/audio/form.ogg
four,four,4,eng/image/four.png,eng/audio/four.ogg,eng/audio/four.ogg
fox,fox,4,eng/image/fox.png,eng/audio/fox.ogg,eng/audio/fox.ogg
frame,frame,4,eng/image/frame.png,eng/audio/frame.ogg,eng/audio/frame.ogg
fraud,fraud,4,eng/image/fraud.png,eng/audio/fraud.ogg,eng/audio/fraud.ogg
fridge,fridge,4,eng/image/fridge.png,eng/audio/fridge.ogg,eng/audio/fridge.ogg
friend,friend,4,eng/image/friend.png,eng/audio/friend.ogg,eng/audio/friend.ogg
friends,friends,4,eng/image/friends.png,eng/audio/friends.ogg,eng/audio/friends.ogg
friendship,friendship,4,eng/image/friendship.png,eng/audio/friendship.ogg,eng/audio/friendship.ogg
frog,frog,4,eng/image/frog.png,eng/audio/frog.ogg,eng/audio/frog.ogg
frown,frown,4,eng/image/frown.png,eng/audio/frown.ogg,eng/audio/frown.ogg
fruit,fruit,4,eng/image/fruit.png,eng/audio/fruit.ogg,eng/audio/fruit.ogg
fry,fry,4,eng/image/fry.png,eng/audio/fry.ogg,eng/audio/fry.ogg
gangster,gangster,4,eng/image/gangster.png,eng/audio/gangster.ogg,eng/audio/gangster.ogg
gateway,gateway,4,eng/image/gateway.png,eng/audio/gateway.ogg,eng/audio/gateway.ogg
gauge,gauge,4,eng/image/gauge.png,eng/audio/gauge.ogg,eng/audio/gauge.ogg
general,general,4,eng/image/general.png,eng/audio/general.ogg,eng/audio/general.ogg
geography,geography,4,eng/image/geography.png,eng/audio/geography.ogg,eng/audio/geography.ogg
geology,geology,4,eng/image/geology.png,eng/audio/geology.ogg,eng/audio/geology.ogg
geometry,geometry,4,eng/image/geometry.png,eng/audio/geometry.ogg,eng/audio/geometry.ogg
gift,gift,4,eng/image/gift.png,eng/audio/gift.ogg,eng/audio/gift.ogg
giraffe,giraffe,4,eng/image/giraffe.png,eng/audio/giraffe.ogg,eng/audio/giraffe.ogg
girl,girl,4,eng/image/girl.png,eng/audio/girl.ogg,eng/audio/girl.ogg
give,give,4,eng/image/give.png,eng/audio/give.ogg,eng/audio/give.ogg
go,go,4,eng/image/go.png,eng/audio/go.ogg,eng/audio/go.ogg
goal,goal,4,eng/image/goal.png,eng/audio/goal.ogg,eng/audio/goal.ogg
goalkeeper,goalkeeper,4,eng/image/goalkeeper.png,eng/audio/goalkeeper.ogg,eng/audio/goalkeeper.ogg
goalpost,goalpost,4,eng/image/goalpost.png,eng/audio/goalpost.ogg,eng/audio/goalpost.ogg
goat,goat,4,eng/image/goat.png,eng/audio/goat.ogg,eng/audio/goat.ogg
gold,gold,4,eng/image/gold.png,eng/audio/gold.ogg,eng/audio/gold.ogg
golf,golf,4,eng/image/golf.png,eng/audio/golf.ogg,eng/audio/golf.ogg
good,good,4,eng/image/good.png,eng/audio/good.ogg,eng/audio/good.ogg
gospel,gospel,4,eng/image/gospel.png,eng/audio/gospel.ogg,eng/audio/gospel.ogg
government,government,4,eng/image/government.png,eng/audio/government.ogg,eng/audio/government.ogg
governor,governor,4,eng/image/governor.png,eng/audio/governor.ogg,eng/audio/governor.ogg
granary,granary,4,eng/image/granary.png,eng/audio/granary.ogg,eng/audio/granary.ogg
grandchild,grandchild,4,eng/image/grandchild.png,eng/audio/grandchild.ogg,eng/audio/grandchild.ogg
grandfather,grandfather,4,eng/image/grandfather.png,eng/audio/grandfather.ogg,eng/audio/grandfather.ogg
grape,grape,4,eng/image/grape.png,eng/audio/grape.ogg,eng/audio/grape.ogg
grass,grass,4,eng/image/grass.png,eng/audio/grass.ogg,eng/audio/grass.ogg
grate,grate,4,eng/image/grate.png,eng/audio/grate.ogg,eng/audio/grate.ogg
greed,greed,4,eng/image/greed.png,eng/audio/greed.ogg,eng/audio/greed.ogg
ground,ground,4,eng/image/ground.png,eng/audio/ground.ogg,eng/audio/ground.ogg
group,group,4,eng/image/group.png,eng/audio/group.ogg,eng/audio/group.ogg
grow,grow,4,eng/image/grow.png,eng/audio/grow.ogg,eng/audio/grow.ogg
growth,growth,4,eng/image/growth.png,eng/audio/growth.ogg,eng/audio/growth.ogg
guard,guard,4,eng/image/guard.png,eng/audio/guard.ogg,eng/audio/guard.ogg
guide,guide,4,eng/image/guide.png,eng/audio/guide.ogg,eng/audio/guide.ogg
guitar,guitar,4,eng/image/guitar.png,eng/audio/guitar.ogg,eng/audio/guitar.ogg
hair,hair,4,eng/image/hair.png,eng/audio/hair.ogg,eng/audio/hair.ogg
half,half,4,eng/image/half.png,eng/audio/half.ogg,eng/audio/half.ogg
hammer,hammer,4,eng/image/hammer.png,eng/audio/hammer.ogg,eng/audio/hammer.ogg
hand,hand,4,eng/image/hand.png,eng/audio/hand.ogg,eng/audio/hand.ogg
handicap,handicap,4,eng/image/handicap.png,eng/audio/handicap.ogg,eng/audio/handicap.ogg
happy,happy,4,eng/image/happy.png,eng/audio/happy.ogg,eng/audio/happy.ogg
hat,hat,4,eng/image/hat.png,eng/audio/hat.ogg,eng/audio/hat.ogg
head,head,4,eng/image/head.png,eng/audio/head.ogg,eng/audio/head.ogg
headline,headline,4,eng/image/headline.png,eng/audio/headline.ogg,eng/audio/headline.ogg
heads,heads,4,eng/image/heads.png,eng/audio/heads.ogg,eng/audio/heads.ogg
health,health,4,eng/image/health.png,eng/audio/health.ogg,eng/audio/health.ogg
heart,heart,4,eng/image/heart.png,eng/audio/heart.ogg,eng/audio/heart.ogg
heavy,heavy,4,eng/image/heavy.png,eng/audio/heavy.ogg,eng/audio/heavy.ogg
hectare,hectare,4,eng/image/hectare.png,eng/audio/hectare.ogg,eng/audio/hectare.ogg
heel,heel,4,eng/image/heel.png,eng/audio/heel.ogg,eng/audio/heel.ogg
hello,hello,4,eng/image/hello.png,eng/audio/hello.ogg,eng/audio/hello.ogg
help,help,4,eng/image/help.png,eng/audio/help.ogg,eng/audio/help.ogg
hen,hen,4,eng/image/hen.png,eng/audio/hen.ogg,eng/audio/hen.ogg
herdsman,herdsman,4,eng/image/herdsman.png,eng/audio/herdsman.ogg,eng/audio/herdsman.ogg
hero,hero,4,eng/image/hero.png,eng/audio/hero.ogg,eng/audio/hero.ogg
hill,hill,4,eng/image/hill.png,eng/audio/hill.ogg,eng/audio/hill.ogg
hippo,hippo,4,eng/image/hippo.png,eng/audio/hippo.ogg,eng/audio/hippo.ogg
history,history,4,eng/image/history.png,eng/audio/history.ogg,eng/audio/history.ogg
hit,hit,4,eng/image/hit.png,eng/audio/hit.ogg,eng/audio/hit.ogg
hive,hive,4,eng/image/hive.png,eng/audio/hive.ogg,eng/audio/hive.ogg
hockey,hockey,4,eng/image/hockey.png,eng/audio/hockey.ogg,eng/audio/hockey.ogg
hole,hole,4,eng/image/hole.png,eng/audio/hole.ogg,eng/audio/hole.ogg
home,home,4,eng/image/home.png,eng/audio/home.ogg,eng/audio/home.ogg
honey,honey,4,eng/image/honey.png,eng/audio/honey.ogg,eng/audio/honey.ogg
honour,honour,4,eng/image/honour.png,eng/audio/honour.ogg,eng/audio/honour.ogg
hop,hop,4,eng/image/hop.png,eng/audio/hop.ogg,eng/audio/hop.ogg
horn,horn,4,eng/image/horn.png,eng/audio/horn.ogg,eng/audio/horn.ogg
horse,horse,4,eng/image/horse.png,eng/audio/horse.ogg,eng/audio/horse.ogg
hour,hour,4,eng/image/hour.png,eng/audio/hour.ogg,eng/audio/hour.ogg
house,house,4,eng/image/house.png,eng/audio/house.ogg,eng/audio/house.ogg
hug,hug,4,eng/image/hug.png,eng/audio/hug.ogg,eng/audio/hug.ogg
human,human,4,eng/image/human.png,eng/audio/human.ogg,eng/audio/human.ogg
hump,hump,4,eng/image/hump.png,eng/audio/hump.ogg,eng/audio/hump.ogg
hundred,hundred,4,eng/image/hundred.png,eng/audio/hundred.ogg,eng/audio/hundred.ogg
hunger,hunger,4,eng/image/hunger.png,eng/audio/hunger.ogg,eng/audio/hunger.ogg
hunter,hunter,4,eng/image/hunter.png,eng/audio/hunter.ogg,eng/audio/hunter.ogg
husband,husband,4,eng/image/husband.png,eng/audio/husband.ogg,eng/audio/husband.ogg
hydrogen,hydrogen,4,eng/image/hydrogen.png,eng/audio/hydrogen.ogg,eng/audio/hydrogen.ogg
hyena,hyena,4,eng/image/hyena.png,eng/audio/hyena.ogg,eng/audio/hyena.ogg
hypocrite,hypocrite,4,eng/image/hypocrite.png,eng/audio/hypocrite.ogg,eng/audio/hypocrite.ogg
ice,ice,4,eng/image/ice.png,eng/audio/ice.ogg,eng/audio/ice.ogg
idiot,idiot,4,eng/image/idiot.png,eng/audio/idiot.ogg,eng/audio/idiot.ogg
imitate,imitate,4,eng/image/imitate.png,eng/audio/imitate.ogg,eng/audio/imitate.ogg
importance,importance,4,eng/image/importance.png,eng/audio/importance.ogg,eng/audio/importance.ogg
inclusion,inclusion,4,eng/image/inclusion.png,eng/audio/inclusion.ogg,eng/audio/inclusion.ogg
income,income,4,eng/image/income.png,eng/audio/income.ogg,eng/audio/income.ogg
industry,industry,4,eng/image/industry.png,eng/audio/industry.ogg,eng/audio/industry.ogg
injection,injection,4,eng/image/injection.png,eng/audio/injection.ogg,eng/audio/injection.ogg
injustice,injustice,4,eng/image/injustice.png,eng/audio/injustice.ogg,eng/audio/injustice.ogg
inspection,inspection,4,eng/image/inspection.png,eng/audio/inspection.ogg,eng/audio/inspection.ogg
institution,institution,4,eng/image/institution.png,eng/audio/institution.ogg,eng/audio/institution.ogg
insult,insult,4,eng/image/insult.png,eng/audio/insult.ogg,eng/audio/insult.ogg
international,international,4,eng/image/international.png,eng/audio/international.ogg,eng/audio/international.ogg
interrogate,interrogate,4,eng/image/interrogate.png,eng/audio/interrogate.ogg,eng/audio/interrogate.ogg
interview,interview,4,eng/image/interview.png,eng/audio/interview.ogg,eng/audio/interview.ogg
introduction,introduction,4,eng/image/introduction.png,eng/audio/introduction.ogg,eng/audio/introduction.ogg
investigator,investigator,4,eng/image/investigator.png,eng/audio/investigator.ogg,eng/audio/investigator.ogg
investment,investment,4,eng/image/investment.png,eng/audio/investment.ogg,eng/audio/investment.ogg
irritate,irritate,4,eng/image/irritate.png,eng/audio/irritate.ogg,eng/audio/irritate.ogg
island,island,4,eng/image/island.png,eng/audio/island.ogg,eng/audio/island.ogg
issues,issues,4,eng/image/issues.png,eng/audio/issues.ogg,eng/audio/issues.ogg
jacket,jacket,4,eng/image/jacket.png,eng/audio/jacket.ogg,eng/audio/jacket.ogg
jackfruit,jackfruit,4,eng/image/jackfruit.png,eng/audio/jackfruit.ogg,eng/audio/jackfruit.ogg
jam,jam,4,eng/image/jam.png,eng/audio/jam.ogg,eng/audio/jam.ogg
janitor,janitor,4,eng/image/janitor.png,eng/audio/janitor.ogg,eng/audio/janitor.ogg
jersey,jersey,4,eng/image/jersey.png,eng/audio/jersey.ogg,eng/audio/jersey.ogg
jet,jet,4,eng/image/jet.png,eng/audio/jet.ogg,eng/audio/jet.ogg
joker,joker,4,eng/image/joker.png,eng/audio/joker.ogg,eng/audio/joker.ogg
judge,judge,4,eng/image/judge.png,eng/audio/judge.ogg,eng/audio/judge.ogg
jug,jug,4,eng/image/jug.png,eng/audio/jug.ogg,eng/audio/jug.ogg
kilogram,kilogram,4,eng/image/kilogram.png,eng/audio/kilogram.ogg,eng/audio/kilogram.ogg
king,king,4,eng/image/king.png,eng/audio/king.ogg,eng/audio/king.ogg
kitchen,kitchen,4,eng/image/kitchen.png,eng/audio/kitchen.ogg,eng/audio/kitchen.ogg
knees,knees,4,eng/image/knees.png,eng/audio/knees.ogg,eng/audio/knees.ogg
knife,knife,4,eng/image/knife.png,eng/audio/knife.ogg,eng/audio/knife.ogg
knot,knot,4,eng/image/knot.png,eng/audio/knot.ogg,eng/audio/knot.ogg
ladder,ladder,4,eng/image/ladder.png,eng/audio/ladder.ogg,eng/audio/ladder.ogg
ladies,ladies,4,eng/image/ladies.png,eng/audio/ladies.ogg,eng/audio/ladies.ogg
lady,lady,4,eng/image/lady.png,eng/audio/lady.ogg,eng/audio/lady.ogg
law,law,4,eng/image/law.png,eng/audio/law.ogg,eng/audio/law.ogg
lawyer,lawyer,4,eng/image/lawyer.png,eng/audio/lawyer.ogg,eng/audio/lawyer.ogg
lawyers,lawyers,4,eng/image/lawyers.png,eng/audio/lawyers.ogg,eng/audio/lawyers.ogg
laziness,laziness,4,eng/image/laziness.png,eng/audio/laziness.ogg,eng/audio/laziness.ogg
leaders,leaders,4,eng/image/leaders.png,eng/audio/leaders.ogg,eng/audio/leaders.ogg
leadership,leadership,4,eng/image/leadership.png,eng/audio/leadership.ogg,eng/audio/leadership.ogg
leaf,leaf,4,eng/image/leaf.png,eng/audio/leaf.ogg,eng/audio/leaf.ogg
league,league,4,eng/image/league.png,eng/audio/league.ogg,eng/audio/league.ogg
leave,leave,4,eng/image/leave.png,eng/audio/leave.ogg,eng/audio/leave.ogg
leaves,leaves,4,eng/image/leaves.png,eng/audio/leaves.ogg,eng/audio/leaves.ogg
lecturer,lecturer,4,eng/image/lecturer.png,eng/audio/lecturer.ogg,eng/audio/lecturer.ogg
ledger,ledger,4,eng/image/ledger.png,eng/audio/ledger.ogg,eng/audio/ledger.ogg
leg,leg,4,eng/image/leg.png,eng/audio/leg.ogg,eng/audio/leg.ogg
lens,lens,4,eng/image/lens.png,eng/audio/lens.ogg,eng/audio/lens.ogg
leopard,leopard,4,eng/image/leopard.png,eng/audio/leopard.ogg,eng/audio/leopard.ogg
less,less,4,eng/image/less.png,eng/audio/less.ogg,eng/audio/less.ogg
lesson,lesson,4,eng/image/lesson.png,eng/audio/lesson.ogg,eng/audio/lesson.ogg
library,library,4,eng/image/library.png,eng/audio/library.ogg,eng/audio/library.ogg
lid,lid,4,eng/image/lid.png,eng/audio/lid.ogg,eng/audio/lid.ogg
lie,lie,4,eng/image/lie.png,eng/audio/lie.ogg,eng/audio/lie.ogg
light,light,4,eng/image/light.png,eng/audio/light.ogg,eng/audio/light.ogg
lightning,lightning,4,eng/image/lightning.png,eng/audio/lightning.ogg,eng/audio/lightning.ogg
line,line,4,eng/image/line.png,eng/audio/line.ogg,eng/audio/line.ogg
lion,lion,4,eng/image/lion.png,eng/audio/lion.ogg,eng/audio/lion.ogg
liquid,liquid,4,eng/image/liquid.png,eng/audio/liquid.ogg,eng/audio/liquid.ogg
listen,listen,4,eng/image/listen.png,eng/audio/listen.ogg,eng/audio/listen.ogg
liver,liver,4,eng/image/liver.png,eng/audio/liver.ogg,eng/audio/liver.ogg
loan,loan,4,eng/image/loan.png,eng/audio/loan.ogg,eng/audio/loan.ogg
log,log,4,eng/image/log.png,eng/audio/log.ogg,eng/audio/log.ogg
loneliness,loneliness,4,eng/image/loneliness.png,eng/audio/loneliness.ogg,eng/audio/loneliness.ogg
loss,loss,4,eng/image/loss.png,eng/audio/loss.ogg,eng/audio/loss.ogg
lot,lot,4,eng/image/lot.png,eng/audio/lot.ogg,eng/audio/lot.ogg
louse,louse,4,eng/image/louse.png,eng/audio/louse.ogg,eng/audio/louse.ogg
love,love,4,eng/image/love.png,eng/audio/love.ogg,eng/audio/love.ogg
lover,lover,4,eng/image/lover.png,eng/audio/lover.ogg,eng/audio/lover.ogg
lovers,lovers,4,eng/image/lovers.png,eng/audio/lovers.ogg,eng/audio/lovers.ogg
luggage,luggage,4,eng/image/luggage.png,eng/audio/luggage.ogg,eng/audio/luggage.ogg
machine,machine,4,eng/image/machine.png,eng/audio/machine.ogg,eng/audio/machine.ogg
magazine,magazine,4,eng/image/magazine.png,eng/audio/magazine.ogg,eng/audio/magazine.ogg
magistrate,magistrate,4,eng/image/magistrate.png,eng/audio/magistrate.ogg,eng/audio/magistrate.ogg
maid,maid,4,eng/image/maid.png,eng/audio/maid.ogg,eng/audio/maid.ogg
maize,maize,4,eng/image/maize.png,eng/audio/maize.ogg,eng/audio/maize.ogg
makeup,makeup,4,eng/image/makeup.png,eng/audio/makeup.ogg,eng/audio/makeup.ogg
man,man,4,eng/image/man.png,eng/audio/man.ogg,eng/audio/man.ogg
manage,manage,4,eng/image/manage.png,eng/audio/manage.ogg,eng/audio/manage.ogg
manager,manager,4,eng/image/manager.png,eng/audio/manager.ogg,eng/audio/manager.ogg
mango,mango,4,eng/image/mango.png,eng/audio/mango.ogg,eng/audio/mango.ogg
mansion,mansion,4,eng/image/mansion.png,eng/audio/mansion.ogg,eng/audio/mansion.ogg
mark,mark,4,eng/image/mark.png,eng/audio/mark.ogg,eng/audio/mark.ogg
market,market,4,eng/image/market.png,eng/audio/market.ogg,eng/audio/market.ogg
marry,marry,4,eng/image/marry.png,eng/audio/marry.ogg,eng/audio/marry.ogg
mask,mask,4,eng/image/mask.png,eng/audio/mask.ogg,eng/audio/mask.ogg
mat,mat,4,eng/image/mat.png,eng/audio/mat.ogg,eng/audio/mat.ogg
match,match,4,eng/image/match.png,eng/audio/match.ogg,eng/audio/match.ogg
maths,maths,4,eng/image/maths.png,eng/audio/maths.ogg,eng/audio/maths.ogg
mattress,mattress,4,eng/image/mattress.png,eng/audio/mattress.ogg,eng/audio/mattress.ogg
may,may,4,eng/image/may.png,eng/audio/may.ogg,eng/audio/may.ogg
mayor,mayor,4,eng/image/mayor.png,eng/audio/mayor.ogg,eng/audio/mayor.ogg
measure,measure,4,eng/image/measure.png,eng/audio/measure.ogg,eng/audio/measure.ogg
measurement,measurement,4,eng/image/measurement.png,eng/audio/measurement.ogg,eng/audio/measurement.ogg
meat,meat,4,eng/image/meat.png,eng/audio/meat.ogg,eng/audio/meat.ogg
medicine,medicine,4,eng/image/medicine.png,eng/audio/medicine.ogg,eng/audio/medicine.ogg
meditate,meditate,4,eng/image/meditate.png,eng/audio/meditate.ogg,eng/audio/meditate.ogg
member,member,4,eng/image/member.png,eng/audio/member.ogg,eng/audio/member.ogg
members,members,4,eng/image/members.png,eng/audio/members.ogg,eng/audio/members.ogg
mercy,mercy,4,eng/image/mercy.png,eng/audio/mercy.ogg,eng/audio/mercy.ogg
meter,meter,4,eng/image/meter.png,eng/audio/meter.ogg,eng/audio/meter.ogg
middleman,middleman,4,eng/image/middleman.png,eng/audio/middleman.ogg,eng/audio/middleman.ogg
milk,milk,4,eng/image/milk.png,eng/audio/milk.ogg,eng/audio/milk.ogg
millipede,millipede,4,eng/image/millipede.png,eng/audio/millipede.ogg,eng/audio/millipede.ogg
mineral,mineral,4,eng/image/mineral.png,eng/audio/mineral.ogg,eng/audio/mineral.ogg
minimal,minimal,4,eng/image/minimal.png,eng/audio/minimal.ogg,eng/audio/minimal.ogg
minister,minister,4,eng/image/minister.png,eng/audio/minister.ogg,eng/audio/minister.ogg
minute,minute,4,eng/image/minute.png,eng/audio/minute.ogg,eng/audio/minute.ogg
miracle,miracle,4,eng/image/miracle.png,eng/audio/miracle.ogg,eng/audio/miracle.ogg
mistake,mistake,4,eng/image/mistake.png,eng/audio/mistake.ogg,eng/audio/mistake.ogg
mister,mister,4,eng/image/mister.png,eng/audio/mister.ogg,eng/audio/mister.ogg
mixture,mixture,4,eng/image/mixture.png,eng/audio/mixture.ogg,eng/audio/mixture.ogg
molar,molar,4,eng/image/molar.png,eng/audio/molar.ogg,eng/audio/molar.ogg
mole,mole,4,eng/image/mole.png,eng/audio/mole.ogg,eng/audio/mole.ogg
mongoose,mongoose,4,eng/image/mongoose.png,eng/audio/mongoose.ogg,eng/audio/mongoose.ogg
monkey,monkey,4,eng/image/monkey.png,eng/audio/monkey.ogg,eng/audio/monkey.ogg
